Age,Gender,Country,Device,GameGenre,SessionCount,AverageSessionLength,SpendingSegment,InAppPurchaseAmount,FirstPurchaseDaysAfterInstall,PaymentMethod,LastPurchaseDate
25.0,0,12,0,2,13,23.45,0,323.71,14.0,1,222
19.0,0,19,1,3,10,16.69,0,21.27,3.0,0,175
31.0,1,4,0,13,19,24.13,1,0.39,6.0,3,197
43.0,1,6,1,14,13,26.63,1,3.48,15.0,5,61
32.0,1,17,0,11,7,27.72,1,17.19,4.0,4,117
36.0,1,10,1,11,12,18.3,0,326.96,5.0,4,33
54.0,0,13,0,13,7,22.02,1,3.03,21.0,2,175
19.0,1,3,0,6,8,8.62,1,2.11,20.0,4,26
19.0,1,23,1,2,10,33.51,1,17.79,3.0,2,203
18.0,0,10,0,0,8,30.63,1,2.25,18.0,5,169
24.0,0,18,1,14,10,17.93,0,11.975000000000001,16.0,3,150
25.0,1,26,1,5,9,24.29,0,30.91,7.0,6,24
19.0,1,25,1,1,11,26.69,1,1.04,21.0,5,220
20.0,1,24,1,4,14,6.32,0,29.41,9.0,4,115
20.0,1,13,1,14,17,8.04,1,11.02,24.0,6,128
48.0,1,3,0,8,10,12.61,0,235.3,0.0,3,217
52.0,0,11,1,1,11,8.89,0,338.9,21.0,5,46
54.0,1,11,0,11,11,18.36,1,19.04,25.0,4,35
52.0,0,10,0,9,6,24.84,1,9.28,3.0,6,195
38.0,0,18,1,14,15,26.17,1,3.6,6.0,3,173
17.0,0,6,0,10,12,27.69,1,18.81,19.0,1,98
38.0,0,14,0,13,10,6.71,1,15.29,6.0,5,205
33.0,0,5,0,10,9,12.36,1,11.975000000000001,16.0,3,150
36.0,1,21,1,7,5,34.59,1,1.73,16.0,4,147
20.0,2,10,0,6,12,31.53,1,16.15,0.0,5,76
17.0,0,1,1,14,10,18.2,1,13.18,28.0,6,177
16.0,1,11,0,5,7,21.37,0,171.46,5.0,6,84
26.0,0,13,0,13,8,9.25,0,421.74,8.0,6,165
52.0,1,4,0,6,12,28.91,1,11.975000000000001,16.0,3,150
17.0,0,24,1,10,11,6.48,1,1.29,17.0,3,67
41.0,0,26,0,4,11,6.2,1,16.58,4.0,4,152
52.0,1,3,0,8,8,23.51,1,16.73,26.0,5,72
16.0,0,26,1,7,8,29.99,1,10.09,23.0,2,109
52.0,1,10,1,11,16,18.25,1,17.78,10.0,1,40
52.0,1,22,0,6,8,33.53,1,11.975000000000001,16.0,3,150
39.0,1,8,0,12,11,23.01,1,15.68,7.0,0,27
33.0,1,11,0,12,8,29.19,1,1.95,18.0,6,109
54.0,0,13,1,8,12,27.72,1,11.975000000000001,16.0,3,150
49.0,1,7,1,8,7,12.49,1,16.26,5.0,5,19
41.0,1,22,0,5,6,13.17,1,18.14,13.0,0,70
21.0,1,7,1,0,15,15.58,1,9.78,5.0,3,135
54.0,1,11,0,13,4,13.89,1,4.08,24.0,3,163
28.0,1,19,0,12,17,33.57,1,0.37,24.0,4,185
25.0,1,7,0,12,22,8.8,1,4.32,9.0,2,106
48.0,1,16,0,5,9,30.93,1,7.24,13.0,2,209
28.0,1,23,1,0,6,23.54,1,7.3,16.0,1,69
33.0,1,19,0,1,8,17.77,1,9.86,27.0,5,42
39.0,1,26,1,11,13,21.87,1,4.83,4.0,1,67
30.0,1,19,0,13,10,24.27,0,94.64,15.0,5,63
46.0,1,18,1,9,10,11.45,1,19.79,28.0,6,66
34.0,0,10,0,3,10,9.2,1,12.42,26.0,4,210
27.0,1,19,1,4,14,14.01,1,11.42,21.0,3,81
27.0,1,10,0,3,10,20.79,1,3.94,23.0,0,117
31.0,0,0,1,6,18,24.72,0,175.05,13.0,2,78
54.0,1,6,1,12,19,15.51,1,3.88,10.0,0,116
41.0,1,25,0,9,5,33.82,0,487.25,21.0,4,171
52.0,1,14,0,10,9,29.27,0,171.66,7.0,4,61
52.0,1,3,0,6,14,15.44,1,11.975000000000001,16.0,3,150
44.0,1,26,0,1,8,15.16,1,10.71,26.0,0,109
18.0,0,18,1,11,7,31.83,1,4.08,15.0,1,33
35.0,1,12,0,13,12,17.7,1,9.68,23.0,5,34
42.0,1,0,0,14,10,18.17,1,8.1,2.0,6,42
29.0,0,14,0,5,3,16.61,1,13.04,3.0,3,2
14.0,1,18,0,8,10,6.03,1,11.975000000000001,16.0,3,150
32.0,1,23,0,5,5,31.36,0,378.05,1.0,2,60
40.0,1,8,0,6,10,26.9,1,8.37,6.0,3,204
23.0,1,1,0,3,9,32.86,1,9.17,19.0,0,5
35.0,1,10,1,13,1,11.01,1,4.27,20.0,0,23
29.0,1,2,1,14,11,28.57,1,10.13,4.0,5,109
43.0,0,1,0,7,16,5.51,1,10.95,23.0,1,160
52.0,0,21,1,5,6,32.25,1,11.975000000000001,16.0,3,150
19.0,1,17,0,10,10,15.5,0,186.38,12.0,3,110
18.0,1,1,0,11,11,7.39,1,1.95,13.0,6,198
40.0,1,22,1,11,6,32.64,0,279.82,29.0,4,50
26.0,0,17,0,5,11,24.76,1,7.83,1.0,0,60
19.0,0,24,0,12,11,33.5,1,19.63,30.0,5,203
16.0,1,17,0,11,4,8.97,1,15.58,21.0,6,156
32.0,0,18,0,8,9,14.85,1,11.47,22.0,1,125
13.0,1,23,0,12,5,24.34,1,1.59,6.0,6,194
36.0,0,3,0,5,8,8.65,1,6.04,3.0,0,5
42.0,1,14,0,9,5,9.53,1,7.96,29.0,2,180
29.0,1,24,1,3,5,6.91,1,1.56,11.0,6,208
31.0,1,2,1,1,11,18.75,0,280.23,12.0,4,36
35.0,0,9,0,10,9,24.9,0,73.92,4.0,2,121
30.0,0,23,0,14,12,14.14,1,4.24,12.0,4,81
33.0,1,12,0,5,5,19.07,1,7.17,17.0,3,33
39.0,0,17,1,2,12,9.75,2,4102.62,8.0,3,205
29.0,1,7,0,11,11,28.18,2,2140.59,28.0,3,147
47.0,1,12,0,3,10,13.08,1,14.23,14.0,5,36
25.0,1,24,0,0,13,32.97,1,15.5,13.0,5,123
29.0,0,14,1,4,12,10.82,1,7.56,7.0,5,195
47.0,1,18,0,1,11,21.53,1,14.17,23.0,6,128
42.0,1,10,1,10,12,12.23,0,269.42,12.0,4,92
53.0,0,20,0,7,12,5.72,1,11.39,19.0,2,36
25.0,0,21,1,3,14,22.35,1,13.53,18.0,5,36
42.0,1,13,0,11,12,20.81,1,5.66,25.0,5,127
48.0,1,21,0,8,8,33.58,1,4.27,15.0,2,184
47.0,1,13,0,11,14,25.74,1,7.3,16.0,1,183
35.0,1,13,1,2,5,10.01,1,13.34,27.0,1,41
24.0,0,12,1,13,7,31.92,1,18.29,20.0,6,139
30.0,1,19,1,3,5,23.29,1,18.88,16.0,5,37
29.0,0,10,0,3,10,22.7,1,12.12,5.0,1,173
32.0,1,16,0,0,17,11.48,1,3.32,26.0,2,124
37.0,0,18,0,8,11,20.59,0,339.13,23.0,1,152
53.0,0,20,0,14,7,13.06,1,4.31,5.0,6,86
48.0,0,9,0,2,11,18.33,1,9.93,10.0,4,1
31.0,1,8,0,0,14,16.09,1,12.37,11.0,3,113
48.0,1,21,1,10,6,33.98,1,16.95,29.0,3,139
52.0,0,13,0,12,7,31.11,1,15.1,7.0,4,0
14.0,0,24,0,9,13,14.63,1,11.975000000000001,16.0,3,150
41.0,0,3,1,0,7,16.04,0,34.68,21.0,4,188
29.0,1,18,1,6,10,9.62,1,19.37,25.0,2,50
49.0,0,16,1,7,6,16.49,1,6.84,11.0,4,72
26.0,1,13,1,11,7,33.48,1,19.14,20.0,2,207
17.0,1,13,1,8,8,28.16,0,193.32,21.0,3,55
51.0,1,6,0,0,7,17.58,1,17.64,8.0,3,89
28.0,0,16,0,6,12,20.0,1,12.5,29.0,5,152
13.0,1,13,0,1,7,7.59,0,67.67,14.0,1,167
23.0,0,0,1,5,9,19.73,1,11.62,3.0,6,29
14.0,1,15,1,9,9,28.54,1,15.58,3.0,4,150
50.0,0,12,0,6,10,30.91,1,5.08,3.0,4,182
20.0,1,10,0,7,7,29.06,1,15.13,2.0,3,194
23.0,1,7,0,12,12,12.28,1,4.01,5.0,4,213
33.0,1,2,1,14,11,29.26,1,5.98,8.0,4,15
47.0,1,26,0,9,7,13.58,1,11.975000000000001,16.0,3,150
24.0,0,23,0,11,8,29.11,1,1.57,7.0,0,30
51.0,0,9,1,1,8,17.02,1,2.28,22.0,4,62
32.0,1,15,1,11,5,30.22,1,14.02,28.0,1,163
17.0,0,0,1,8,10,21.32,1,14.49,17.0,6,123
51.0,1,25,1,4,4,11.42,1,1.27,15.0,3,206
31.0,1,3,0,10,10,16.55,1,7.37,18.0,2,18
25.0,1,22,1,10,10,17.04,1,8.02,23.0,1,125
33.0,1,19,1,7,7,23.63,1,17.8,6.0,5,105
21.0,1,8,0,14,10,8.2,1,14.61,18.0,6,177
28.0,1,26,1,10,10,28.85,1,16.66,20.0,1,196
21.0,1,6,0,10,11,24.5,1,9.49,5.0,1,93
16.0,1,21,0,13,12,7.2,1,7.58,1.0,1,34
45.0,0,10,1,12,6,24.24,1,11.62,7.0,3,8
20.0,1,7,1,5,12,7.0,1,5.65,25.0,0,191
13.0,1,8,0,1,10,24.72,1,2.12,28.0,6,51
37.0,1,24,0,14,9,16.19,1,19.73,13.0,2,219
53.0,2,4,1,6,10,21.0,1,11.72,1.0,4,33
28.0,1,0,1,8,10,12.4,1,10.72,17.0,1,91
43.0,1,18,0,6,13,10.06,1,16.36,11.0,0,148
47.0,1,5,1,13,9,12.74,1,10.89,25.0,5,133
41.0,1,15,0,4,11,17.38,1,8.14,20.0,0,22
24.0,1,10,0,8,16,12.04,1,12.49,3.0,2,128
24.0,0,2,0,2,7,32.35,1,16.4,4.0,1,44
42.0,0,26,0,0,12,30.39,1,1.07,29.0,6,218
49.0,1,24,1,8,6,22.8,1,15.32,7.0,4,45
29.0,1,21,1,11,17,10.42,1,17.1,21.0,6,125
27.0,1,5,0,0,10,20.95,0,190.27,25.0,6,96
35.0,1,2,0,4,14,26.94,1,13.08,0.0,1,168
36.0,0,3,0,2,5,11.67,1,12.42,6.0,6,202
32.0,0,8,0,12,8,15.32,1,10.7,27.0,4,17
47.0,2,26,0,3,10,17.66,1,7.24,27.0,0,17
17.0,1,2,1,1,9,30.56,1,11.975000000000001,16.0,3,150
52.0,1,17,0,3,14,16.0,1,15.55,15.0,4,23
39.0,0,16,0,0,9,29.88,1,18.77,6.0,2,63
51.0,1,26,1,5,14,18.77,1,0.17,19.0,6,57
42.0,0,9,0,13,8,32.28,1,7.1,6.0,4,133
45.0,1,6,0,3,10,11.49,1,15.0,9.0,0,32
37.0,1,22,0,1,12,8.55,1,16.65,9.0,2,24
21.0,1,8,1,14,14,21.96,1,17.31,9.0,3,75
42.0,1,14,0,14,10,13.98,1,17.08,16.0,2,46
22.0,0,5,0,14,9,31.52,1,18.41,20.0,5,117
35.0,2,24,1,4,13,18.23,0,47.12,26.0,1,11
54.0,0,17,1,0,14,31.75,1,11.975000000000001,16.0,3,150
45.0,2,10,0,8,10,30.38,1,13.43,0.0,5,115
31.0,1,23,1,8,16,20.89,1,1.6,10.0,2,135
14.0,1,18,0,12,17,16.79,1,19.09,1.0,0,117
47.0,0,15,1,1,7,29.08,1,10.96,7.0,2,138
45.0,1,8,0,4,6,13.15,1,10.93,25.0,2,82
54.0,1,7,0,13,10,18.0,1,13.05,21.0,2,149
29.0,1,18,0,8,9,8.34,1,2.84,2.0,5,65
43.0,1,13,0,14,14,5.23,1,1.09,27.0,1,116
37.0,0,22,0,9,10,14.34,1,13.26,10.0,3,74
46.0,0,25,0,13,4,13.86,1,10.56,9.0,3,35
22.0,1,21,0,5,7,24.81,1,18.22,10.0,5,223
44.0,1,7,1,7,6,9.6,1,18.89,24.0,1,64
25.0,1,14,1,9,8,24.91,0,481.88,13.0,0,35
40.0,1,3,0,4,13,17.65,1,19.62,29.0,4,201
37.0,0,25,1,0,11,26.48,1,19.99,12.0,1,68
45.0,1,8,0,4,14,18.93,1,7.55,22.0,1,104
49.0,0,4,0,13,11,13.46,1,11.66,6.0,1,135
45.0,0,9,0,10,13,28.99,1,3.66,7.0,2,119
46.0,1,4,1,2,10,24.35,1,11.975000000000001,16.0,3,150
54.0,1,17,0,12,11,17.2,0,169.91,21.0,0,122
39.0,1,5,0,11,9,5.02,1,9.49,12.0,2,141
29.0,0,10,0,11,11,9.62,1,6.98,28.0,3,36
20.0,1,12,0,12,11,6.14,1,3.42,27.0,6,95
31.0,0,15,1,5,12,22.38,1,5.66,0.0,4,160
49.0,1,4,1,9,11,29.21,1,14.51,24.0,0,126
17.0,1,22,0,0,10,19.23,1,9.31,16.0,3,32
54.0,0,5,0,5,12,6.81,1,6.17,7.0,2,16
51.0,0,10,1,2,11,26.57,1,5.52,26.0,0,95
43.0,1,21,0,2,11,32.07,0,227.98,27.0,2,4
34.0,1,12,0,3,11,15.73,1,11.98,29.0,2,188
31.0,1,15,0,9,7,21.32,1,16.34,9.0,3,23
43.0,1,9,0,11,15,14.41,2,1269.25,25.0,4,221
27.0,1,9,0,13,8,30.68,1,9.67,29.0,0,10
34.0,1,9,1,6,7,30.93,1,5.73,16.0,2,192
25.0,0,7,0,7,8,16.0,1,11.81,4.0,0,213
27.0,1,24,0,4,7,26.87,1,8.37,13.0,4,43
21.0,0,26,0,5,7,10.23,1,13.03,13.0,3,193
42.0,1,5,0,11,12,8.99,1,3.41,26.0,3,150
15.0,0,19,0,2,9,17.02,1,1.57,17.0,6,129
34.0,0,16,1,8,3,13.59,1,14.06,4.0,6,143
46.0,1,10,0,1,8,23.77,1,1.74,1.0,3,216
43.0,1,8,0,6,9,17.52,1,1.5,20.0,3,149
35.0,1,2,1,1,13,27.16,1,10.75,12.0,1,184
19.0,0,23,1,0,11,28.65,1,9.5,21.0,6,69
19.0,0,1,0,11,10,21.38,0,170.58,25.0,0,17
21.0,1,1,0,12,17,12.42,1,13.7,6.0,4,199
36.0,1,4,0,7,13,31.22,1,10.17,3.0,4,91
38.0,0,5,0,9,5,8.96,1,15.25,2.0,6,146
30.0,0,10,0,5,9,22.62,2,4475.47,0.0,6,110
52.0,0,6,1,10,10,25.07,1,3.99,0.0,3,188
39.0,1,10,1,3,13,24.34,1,18.67,16.0,6,181
17.0,1,24,0,3,11,29.2,1,11.975000000000001,16.0,3,150
49.0,1,24,0,13,10,18.62,1,11.63,15.0,0,221
13.0,1,21,0,4,7,32.64,1,19.06,4.0,3,27
19.0,0,7,1,2,13,34.74,1,2.14,24.0,6,177
33.0,1,7,0,5,9,11.31,1,6.15,0.0,1,94
51.0,0,16,1,10,12,7.12,0,126.38,19.0,4,30
16.0,1,3,0,7,11,26.62,0,148.35,25.0,2,216
24.0,1,10,1,14,12,12.75,1,11.975000000000001,16.0,3,150
29.0,0,14,1,8,7,10.15,1,18.61,2.0,2,182
44.0,0,10,1,4,11,11.91,1,11.87,29.0,3,36
42.0,0,26,0,2,13,25.31,1,3.46,19.0,1,156
40.0,0,20,0,13,9,22.68,1,10.05,19.0,0,50
37.0,1,5,0,13,11,26.55,1,13.83,2.0,2,13
38.0,0,0,1,1,12,13.91,0,471.78,7.0,4,103
40.0,0,24,1,11,5,33.49,0,114.11,15.0,1,74
41.0,1,14,0,1,13,6.88,1,19.79,22.0,5,110
13.0,1,6,1,14,11,31.41,1,0.08,26.0,3,88
53.0,1,1,0,8,13,10.53,1,1.54,21.0,5,53
14.0,0,23,1,4,5,28.24,1,11.73,13.0,6,160
51.0,1,3,0,11,11,17.22,1,4.99,20.0,5,21
16.0,1,15,0,13,13,29.25,1,8.36,26.0,1,173
20.0,1,10,1,4,14,21.12,1,3.02,28.0,4,180
49.0,0,3,1,14,11,25.21,1,10.83,20.0,3,192
39.0,1,16,0,14,11,27.99,0,67.32,23.0,3,147
42.0,1,0,0,11,11,8.36,1,7.81,3.0,5,106
35.0,1,4,0,0,7,24.27,0,333.89,17.0,2,202
37.0,1,19,1,10,14,22.53,0,225.92,3.0,3,180
52.0,0,12,1,14,15,11.35,1,13.44,26.0,0,17
39.0,1,3,1,2,10,7.87,1,16.14,19.0,5,52
41.0,1,11,0,5,13,24.66,1,16.61,25.0,1,25
21.0,1,10,1,13,8,30.47,1,13.65,25.0,1,70
46.0,0,0,1,11,14,29.33,0,496.31,24.0,1,185
50.0,1,26,1,2,12,21.09,1,10.18,15.0,1,88
18.0,1,23,0,3,5,27.77,1,18.14,10.0,5,194
30.0,1,26,0,0,7,34.2,1,9.56,7.0,4,212
36.0,0,0,0,13,10,13.6,0,459.95,19.0,4,122
36.0,1,8,0,4,13,27.25,1,6.16,4.0,4,135
33.0,0,2,0,11,10,25.86,0,183.03,17.0,3,197
17.0,1,24,0,8,11,34.41,1,0.96,25.0,2,94
40.0,1,11,1,11,9,15.64,1,4.91,11.0,5,94
15.0,0,15,1,10,8,5.72,1,14.37,16.0,5,170
24.0,1,9,1,11,11,33.06,1,5.78,29.0,2,194
27.0,1,26,0,0,7,17.34,1,6.14,22.0,0,218
14.0,1,6,0,5,12,10.46,1,7.35,19.0,4,185
15.0,0,10,1,0,3,16.27,1,10.24,22.0,1,123
14.0,1,17,0,7,6,25.64,0,293.07,8.0,3,187
32.0,0,6,1,1,14,26.77,1,8.04,30.0,5,109
29.0,0,19,1,5,14,34.18,1,19.65,6.0,3,7
43.0,0,6,1,3,14,20.65,1,4.26,8.0,3,133
34.0,1,11,1,13,9,5.01,1,1.02,23.0,3,28
25.0,1,1,1,11,8,19.5,1,6.34,25.0,1,145
35.0,1,10,0,9,10,9.08,1,9.13,0.0,1,154
27.0,1,24,0,8,7,28.83,1,10.83,7.0,1,189
36.0,0,16,0,3,12,7.65,1,11.975000000000001,16.0,3,150
21.0,1,13,0,8,19,17.7,1,13.95,2.0,5,56
40.0,1,1,1,1,10,8.14,1,1.07,25.0,2,159
25.0,1,9,1,14,11,10.72,1,18.92,2.0,5,140
24.0,1,8,1,4,10,10.75,1,3.88,12.0,1,222
33.0,0,17,0,4,12,30.12,2,11.975000000000001,16.0,3,150
45.0,0,10,0,8,12,8.64,1,13.1,22.0,2,102
41.0,0,26,0,3,6,25.93,0,244.87,5.0,5,107
43.0,1,12,1,9,8,10.46,1,13.43,28.0,4,88
50.0,1,13,0,8,9,6.28,0,261.28,23.0,1,48
44.0,1,10,0,14,11,31.61,1,8.65,9.0,6,34
36.0,0,19,0,12,11,14.09,1,19.91,1.0,2,160
15.0,1,10,0,11,5,26.88,0,459.9,23.0,6,142
31.0,1,23,0,5,10,20.52,1,0.27,4.0,1,122
40.0,2,3,1,1,6,14.39,1,0.32,5.0,4,68
17.0,1,16,0,6,12,15.44,1,2.14,15.0,0,135
45.0,1,25,1,6,18,29.52,1,2.94,12.0,4,134
46.0,1,17,1,5,8,13.63,1,6.22,25.0,3,29
47.0,0,1,0,0,6,16.72,0,420.32,1.0,1,118
48.0,1,13,0,11,11,30.04,1,6.01,8.0,2,51
46.0,1,12,0,11,10,17.33,1,16.52,9.0,2,25
39.0,0,4,1,6,14,16.73,1,11.975000000000001,16.0,3,150
23.0,1,12,0,11,9,16.93,1,8.47,30.0,0,96
22.0,1,7,0,4,11,25.06,1,5.47,6.0,4,5
26.0,0,10,0,4,12,5.64,1,10.43,3.0,1,55
52.0,1,3,0,0,3,8.65,0,72.5,25.0,3,87
31.0,1,13,0,5,8,30.17,1,18.98,5.0,3,62
29.0,1,1,1,10,14,7.8,1,5.79,22.0,2,153
51.0,1,5,0,9,9,6.07,1,17.9,22.0,2,97
47.0,0,5,0,8,6,23.05,1,13.82,20.0,3,130
49.0,0,5,1,11,4,22.64,1,4.75,23.0,5,19
49.0,1,25,1,0,10,18.42,1,8.97,19.0,6,143
41.0,1,10,0,9,13,9.04,1,8.53,15.0,5,90
28.0,1,2,1,14,10,20.18,2,1125.88,13.0,6,61
15.0,1,23,0,11,9,28.21,1,4.49,19.0,6,213
43.0,1,12,0,2,10,6.78,1,2.66,2.0,4,140
24.0,1,15,1,7,11,16.58,1,10.45,25.0,3,11
21.0,1,26,1,6,10,32.36,1,13.86,20.0,2,82
15.0,1,19,0,4,13,18.72,1,6.88,24.0,4,78
49.0,1,20,0,11,8,6.5,1,1.75,27.0,1,32
32.0,1,0,0,5,6,30.6,1,19.5,12.0,1,110
15.0,0,18,1,11,11,13.69,1,10.45,19.0,5,11
21.0,0,25,0,5,9,16.05,1,19.08,15.0,3,28
38.0,1,8,0,12,5,11.68,1,18.02,22.0,0,1
43.0,0,25,1,2,13,33.82,0,129.25,27.0,6,179
30.0,1,1,0,11,6,18.6,1,12.62,2.0,2,116
27.0,0,0,0,14,8,15.36,0,223.28,28.0,2,71
17.0,1,24,1,0,12,27.58,1,10.35,27.0,6,59
49.0,1,4,1,5,12,6.96,1,14.99,10.0,6,128
32.0,1,24,1,12,8,34.25,1,8.63,18.0,5,92
45.0,1,11,0,5,11,29.99,1,7.88,29.0,2,157
26.0,0,13,0,14,7,28.63,1,13.7,21.0,4,147
27.0,0,1,0,7,11,20.77,1,9.2,17.0,1,201
17.0,0,19,0,9,13,12.12,1,8.08,3.0,1,173
32.0,0,6,0,2,8,26.96,1,19.42,25.0,0,133
49.0,1,10,1,2,5,13.89,1,16.24,10.0,5,106
53.0,0,12,1,3,9,19.8,1,5.0,27.0,2,42
54.0,1,14,1,6,8,9.11,0,358.22,1.0,4,132
13.0,2,19,0,8,4,26.7,1,6.66,24.0,3,69
50.0,1,18,0,2,10,29.16,1,12.01,13.0,6,53
37.0,1,6,0,1,10,24.31,2,4930.28,11.0,3,104
14.0,0,23,1,5,12,15.66,1,10.56,1.0,1,215
33.0,0,18,1,1,14,27.94,0,478.26,13.0,2,149
28.0,1,24,0,0,7,24.67,1,9.43,19.0,6,32
54.0,1,10,1,0,13,27.54,0,321.48,12.0,1,31
44.0,0,12,1,4,5,13.62,1,11.85,6.0,1,222
48.0,0,3,1,10,10,7.62,1,3.55,5.0,5,42
50.0,0,18,1,7,11,28.31,1,1.36,24.0,1,21
19.0,1,10,0,3,7,34.62,1,13.66,1.0,1,134
18.0,1,20,0,9,15,16.14,1,12.81,1.0,4,140
52.0,1,0,1,14,9,9.19,1,7.02,15.0,3,53
42.0,0,1,0,8,11,34.19,1,3.31,29.0,5,148
17.0,0,7,0,13,5,20.8,1,15.81,22.0,1,21
32.0,0,2,1,3,10,27.36,1,6.22,14.0,6,76
26.0,1,14,0,11,11,22.01,1,15.46,4.0,4,138
39.0,0,0,1,4,8,29.55,1,17.58,0.0,1,23
27.0,1,9,1,3,11,21.95,1,13.05,14.0,0,47
26.0,0,10,1,6,7,5.42,1,4.95,7.0,6,89
38.0,1,9,0,12,7,17.66,1,13.32,12.0,5,91
37.0,0,11,1,13,13,9.06,1,17.59,22.0,0,155
50.0,0,17,1,13,7,30.83,1,9.62,20.0,2,159
43.0,0,10,0,5,10,18.79,0,336.67,7.0,4,159
41.0,0,10,1,6,15,34.09,2,4297.48,14.0,0,181
53.0,1,3,1,9,8,24.89,1,11.84,22.0,3,98
45.0,1,12,1,8,7,10.99,1,0.31,2.0,1,103
33.0,0,13,0,0,9,11.22,1,4.52,12.0,6,199
35.0,0,2,0,10,9,27.22,0,64.22,15.0,1,196
35.0,1,16,0,3,11,27.41,1,15.33,21.0,2,5
40.0,0,10,0,13,12,6.86,1,11.7,10.0,0,11
24.0,0,20,1,4,9,25.12,1,19.33,18.0,0,99
37.0,1,17,1,2,12,22.91,1,0.09,22.0,6,145
50.0,0,16,0,6,12,6.11,1,4.51,27.0,0,151
26.0,1,10,1,1,5,19.49,1,1.6,0.0,0,206
42.0,1,5,0,13,8,26.29,1,11.975000000000001,16.0,3,150
46.0,1,18,0,1,13,10.42,0,69.42,30.0,5,7
13.0,0,14,1,4,12,30.36,1,15.61,25.0,3,43
20.0,0,25,1,10,12,15.29,1,0.91,30.0,5,69
14.0,1,26,1,0,9,6.93,1,16.87,30.0,3,196
43.0,1,10,0,13,5,10.72,0,325.61,10.0,5,158
42.0,1,8,1,2,14,33.36,1,11.09,13.0,6,65
21.0,0,26,1,6,5,13.03,1,0.05,14.0,6,122
53.0,0,24,1,11,13,19.71,1,13.67,7.0,1,119
20.0,1,12,0,2,9,30.55,1,17.62,0.0,6,203
30.0,1,6,0,8,8,32.1,1,15.39,27.0,0,167
39.0,2,26,0,11,9,28.02,0,52.98,9.0,3,152
52.0,1,23,0,0,8,12.83,1,13.8,18.0,2,0
13.0,1,5,1,6,17,34.16,1,14.48,13.0,5,177
16.0,1,23,0,11,14,31.37,1,4.77,27.0,0,85
24.0,1,21,0,7,11,27.94,1,4.09,20.0,2,208
13.0,0,24,0,4,13,8.88,1,11.975000000000001,16.0,3,150
36.0,1,4,0,10,11,22.88,1,4.07,6.0,2,113
32.0,1,13,1,2,13,26.36,0,219.29,15.0,1,198
24.0,0,24,0,7,8,24.75,1,15.74,30.0,3,24
17.0,1,24,1,7,8,6.65,1,14.1,1.0,3,194
52.0,1,9,1,6,11,20.85,1,16.83,16.0,6,42
33.0,0,10,0,7,10,34.88,1,11.25,22.0,4,57
35.0,1,20,1,7,11,23.41,1,3.51,26.0,0,163
52.0,1,20,0,10,3,19.69,1,1.96,28.0,4,20
31.0,1,14,0,4,15,26.39,1,18.28,21.0,0,58
48.0,1,1,0,7,10,16.52,1,11.83,1.0,1,3
26.0,0,23,1,0,7,21.51,0,290.68,21.0,1,223
19.0,0,9,1,4,12,11.96,1,1.42,5.0,2,88
24.0,0,10,0,8,10,24.66,1,19.34,7.0,5,213
52.0,1,11,0,9,13,5.52,2,11.975000000000001,16.0,3,150
42.0,0,10,1,6,10,26.96,1,7.08,10.0,6,88
53.0,1,3,0,5,10,21.14,1,15.47,27.0,6,182
34.0,0,25,0,11,6,9.59,1,15.06,30.0,2,186
36.0,1,10,0,4,11,11.94,1,19.4,25.0,1,121
28.0,1,16,1,11,11,23.26,1,18.39,29.0,6,224
51.0,0,10,1,12,9,6.78,1,12.99,24.0,1,30
35.0,0,2,0,13,9,26.26,1,11.975000000000001,16.0,3,150
26.0,0,6,1,13,9,6.5,1,17.67,21.0,4,150
32.0,1,22,1,4,5,29.2,1,11.72,29.0,4,170
47.0,1,8,1,12,13,25.12,1,3.98,29.0,5,6
47.0,1,21,1,7,16,8.77,1,18.45,5.0,4,25
53.0,1,15,1,13,14,22.55,1,2.1,2.0,4,192
20.0,0,15,1,8,14,31.29,1,11.45,20.0,6,193
32.0,1,7,0,14,10,6.26,1,10.99,23.0,0,208
31.0,0,9,0,5,4,8.76,1,3.49,13.0,6,133
45.0,1,19,0,10,17,7.88,1,4.94,9.0,5,12
23.0,0,22,1,10,10,25.97,1,11.975000000000001,16.0,3,150
28.0,0,16,1,1,7,16.92,1,12.89,0.0,1,77
49.0,1,4,0,14,8,22.17,1,1.61,21.0,6,79
39.0,1,21,0,11,6,34.13,1,17.76,4.0,0,127
50.0,0,24,0,12,7,21.59,1,3.47,5.0,2,125
48.0,1,0,0,3,5,30.09,1,13.6,27.0,6,72
25.0,0,4,1,14,5,26.25,0,83.38,22.0,2,35
37.0,0,10,1,14,9,7.05,1,14.91,15.0,5,121
27.0,1,4,1,5,11,27.93,1,8.55,11.0,1,6
33.0,1,17,1,10,11,27.57,1,2.95,20.0,0,115
31.0,0,10,1,6,11,29.76,1,15.2,30.0,4,6
39.0,0,4,0,14,9,10.26,1,17.17,6.0,6,21
36.0,0,23,0,9,9,6.25,1,11.975000000000001,16.0,3,150
26.0,1,21,1,11,10,21.69,0,351.72,9.0,6,105
24.0,0,14,1,6,11,29.63,1,4.24,2.0,1,14
22.0,0,14,0,12,6,20.95,1,8.43,16.0,6,195
20.0,1,2,0,14,8,24.09,1,1.41,27.0,0,135
30.0,1,20,1,12,5,34.62,0,98.25,9.0,1,172
25.0,1,18,1,14,6,18.12,1,7.5,0.0,2,39
